policy_id,country_iso,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,impact_indicators,last_update,requested_country,combined_text,resilience,matching_metadata
240306273,ITA,RES Decree 2019 Italy (2019),RES Decree 2019,Country,,Italy,,,"Fiscal or financial incentives, Tendering schemes","Electricity and heat, Renewables","The allocation method for subsidies to renewable energy sources other than solar is updated by the Ministerial Decree offering incentives to electricity production from renewable energy sources (The RES Decree) of 2016. The program includes non-photovoltaic renewable energy sources such as wind farms, hydro, biomass and biogas, CSP, and wind farms for the year 2016. While lowering the overall value of the available incentives, it keeps the framework of the previous incentive regime from 2012 to 2015. Similar to the previous program, renewable energy facilities may take advantage of either an all-inclusive tariff for facilities up to 500 kW or a feed-in tariff for facilities up to 500 kW who choose not to take advantage of the above all-inclusive tariff or for facilities with nominal capacities over 500 kW.
Reverse auctions are used for plants with a capacity over 5MW, while registry procedures are used for plants with a capacity under 5MW. The 2019 decree modifies the 2016 decree to encourage the generation of renewable energy from 2019 to 2021.",Renewables,,In force,2019.0,,,,Mitigation,https://app.climatepolicyradar.org/document/res-decree-2019_733f?l=italy&amp;o=0,,"<time datetime=""2024-02-26T12:00:00Z"">26/02/2024</time>
",ITA,"The allocation method for subsidies to renewable energy sources other than solar is updated by the Ministerial Decree offering incentives to electricity production from renewable energy sources (The RES Decree) of 2016. The program includes non-photovoltaic renewable energy sources such as wind farms, hydro, biomass and biogas, CSP, and wind farms for the year 2016. While lowering the overall value of the available incentives, it keeps the framework of the previous incentive regime from 2012 to 2015. Similar to the previous program, renewable energy facilities may take advantage of either an all-inclusive tariff for facilities up to 500 kW or a feed-in tariff for facilities up to 500 kW who choose not to take advantage of the above all-inclusive tariff or for facilities with nominal capacities over 500 kW.
Reverse auctions are used for plants with a capacity over 5MW, while registry procedures are used for plants with a capacity under 5MW. The 2019 decree modifies the 2016 decree to encourage the generation of renewable energy from 2019 to 2021. Mitigation",0,
240306274,ITA,Law No. 37/ May 2019 Italy (2019),Law No. 37/ May 2019,Country,,Italy,,,"Market-based instruments, GHG emissions allowances","Electricity and heat, Industry","The duties resulting from Italy&#039;s EU membership are to be met according to the requirements of this law. In particular, it defines rules for some entities&#039; participation in the auctions for greenhouse gas emission permits (article 13). By abolishing paragraphs 149, 150, and 151 of article 1 of the law of December 28, 2015, n. 208, it also puts a stop to the provisions on extending the incentive period for biomass, biogas, and bioliquid plants.",Energy service demand reduction and resource efficiency,,In force,2019.0,,,,Mitigation,https://app.climatepolicyradar.org/document/law-no-37-may-2019_d076?l=italy&amp;o=0,,"<time datetime=""2024-02-26T12:00:00Z"">26/02/2024</time>
",ITA,"The duties resulting from Italy&#039;s EU membership are to be met according to the requirements of this law. In particular, it defines rules for some entities&#039; participation in the auctions for greenhouse gas emission permits (article 13). By abolishing paragraphs 149, 150, and 151 of article 1 of the law of December 28, 2015, n. 208, it also puts a stop to the provisions on extending the incentive period for biomass, biogas, and bioliquid plants. Mitigation",0,
240306275,ITA,Ministerial Decree July 4th 2019 Italy (2019),Ministerial Decree July 4th 2019,Country,,Italy,,,"Fiscal or financial incentives, Tendering schemes, Feed-in tariffs or premiums","Electricity and heat, Renewables","MD The July 4th, 2019, so-called MD FER1, offers support to the most advanced RES-E technologies plants (PV, Onshore wind, hydroelectric, and residual gases from purification processes), divided into four groups of technologies. Depending on the capacity of the plant and the group to which it belongs, the support can be provided through two different ways of accessing incentives (feed-in tariff or two ways sliding feed-in premium): Installations greater than or equal to 1 MW must apply by participating in competitive auctions, whose available capacity is assigned to the participants offering the largest discount on the reserve price. Plants greater than 1 kW (20 kW for PV) and less than 1 MW must apply to the Registers, whose available capacity is assigned based on specific priority criteria.
The D.M. 04/07/2019 divides the plants that can access the incentives into four groups based on their type, their renewable energy source and the size of the projects)construction of existing wind turbines, reactivation of systems decommissioned for more than 10 years or repowering (power increase) of existing systems- new photovoltaic systems Group A-2:- new photovoltaic systems wholly replacing asbestos roofs of industrial and rural buildings Group B:-new hydroelectric plants, or complete reconstruction of existing hydro plants (excluding aqueduct systems), reactivation of plants decommissioned for more than 10 years or repowering (power increase) of existing hydro plants-residual gases from purification processes in new plants, reactivation of plants decommissioned for more than 10 years or repowering (power increase) of existing hydro plants Group C:includes the plants subject to total or partial renovation:- on-shore wind- hydroelectric- residual gases from purification processes.
According to the MD&#039;s timetable, there will be 7 rounds for applications to the registers and auctions between the end of 2019 and 2021.",Renewables,,In force,2019.0,,,,Mitigation,https://www.iea.org/policies/12161-ministerial-decree-july-4th-2019,,"<time datetime=""2024-02-26T12:00:00Z"">26/02/2024</time>
",ITA,"MD The July 4th, 2019, so-called MD FER1, offers support to the most advanced RES-E technologies plants (PV, Onshore wind, hydroelectric, and residual gases from purification processes), divided into four groups of technologies. Depending on the capacity of the plant and the group to which it belongs, the support can be provided through two different ways of accessing incentives (feed-in tariff or two ways sliding feed-in premium): Installations greater than or equal to 1 MW must apply by participating in competitive auctions, whose available capacity is assigned to the participants offering the largest discount on the reserve price. Plants greater than 1 kW (20 kW for PV) and less than 1 MW must apply to the Registers, whose available capacity is assigned based on specific priority criteria.
The D.M. 04/07/2019 divides the plants that can access the incentives into four groups based on their type, their renewable energy source and the size of the projects)construction of existing wind turbines, reactivation of systems decommissioned for more than 10 years or repowering (power increase) of existing systems- new photovoltaic systems Group A-2:- new photovoltaic systems wholly replacing asbestos roofs of industrial and rural buildings Group B:-new hydroelectric plants, or complete reconstruction of existing hydro plants (excluding aqueduct systems), reactivation of plants decommissioned for more than 10 years or repowering (power increase) of existing hydro plants-residual gases from purification processes in new plants, reactivation of plants decommissioned for more than 10 years or repowering (power increase) of existing hydro plants Group C:includes the plants subject to total or partial renovation:- on-shore wind- hydroelectric- residual gases from purification processes.
According to the MD&#039;s timetable, there will be 7 rounds for applications to the registers and auctions between the end of 2019 and 2021. Mitigation",0,
240306276,NLD,Integrated National Energy and Climate Plan 2021-2030 Netherlands (2019),Integrated National Energy and Climate Plan 2021-2030,Country,,Netherlands,,,"Policy support, Strategic planning, Target, GHG reduction target, Political &amp; non-binding GHG reduction target",General,"In order for the European Union to reach its overall greenhouse gas emission targets, each of its member states must adopt the National Energy and Climate (ENCP) Plan, a ten-year integrated plan.  All five elements of the EU Energy Union are covered under the Energy and Climate Plan, including decarbonization, energy efficiency, energy security, internal energy markets, and research, innovation, and competitiveness.
The following objectives are established by the plan: 1) Using energy efficiency and renewable energy sources to reduce greenhouse gas emissions; 2) implementing a climate-neutral power system to fight climate change. An key area of worry is the Netherlands&#039; low supply of renewable energy sources. 3) a transition to an emission-free mobility system using sustainable energy carriers (electricity, biofuels, and green hydrogen); 4) homes and other buildings will be made more energy-efficient in a sustainable transformation of the built-up environment; 5) to promote a robust and sustainable agriculture which adopts a more efficient approach for resources and the environment.","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2019.0,,,,Mitigation,https://app.climatepolicyradar.org/document/integrated-national-energy-and-climate-plan-2021-2030_62bb?l=netherlands&amp;o=0,,"<time datetime=""2024-02-27T12:00:00Z"">27/02/2024</time>
",NLD,"In order for the European Union to reach its overall greenhouse gas emission targets, each of its member states must adopt the National Energy and Climate (ENCP) Plan, a ten-year integrated plan.  All five elements of the EU Energy Union are covered under the Energy and Climate Plan, including decarbonization, energy efficiency, energy security, internal energy markets, and research, innovation, and competitiveness.
The following objectives are established by the plan: 1) Using energy efficiency and renewable energy sources to reduce greenhouse gas emissions; 2) implementing a climate-neutral power system to fight climate change. An key area of worry is the Netherlands&#039; low supply of renewable energy sources. 3) a transition to an emission-free mobility system using sustainable energy carriers (electricity, biofuels, and green hydrogen); 4) homes and other buildings will be made more energy-efficient in a sustainable transformation of the built-up environment; 5) to promote a robust and sustainable agriculture which adopts a more efficient approach for resources and the environment. Mitigation",1,Transformation ability (System Attribute)
240306277,NLD,Regulation on coal phase-out WJZ/19011202 Netherlands (2019),Regulation on coal phase-out WJZ/19011202,Country,,Netherlands,,,"Regulatory Instruments, Codes and standards, Other mandatory requirements","Electricity and heat, Coal",Advisory Council of State on the bill containing rules for the production of electricity using coal. Regulation on phase out coal,Energy service demand reduction and resource efficiency,,In force,2019.0,,,,Mitigation,https://zoek.officielebekendmakingen.nl/stcrt-2019-16340.html,,"<time datetime=""2024-02-27T12:00:00Z"">27/02/2024</time>
",NLD,Advisory Council of State on the bill containing rules for the production of electricity using coal. Regulation on phase out coal Mitigation,0,
240306278,NLD,"Regulation of the Minister of Economic Affairs and Climate of 13 February 2019, no. WJZ/ 18327581 Netherlands (2019)","Regulation of the Minister of Economic Affairs and Climate of 13 February 2019, no. WJZ/ 18327581",Country,,Netherlands,,,"Regulatory Instruments, Codes and standards, Other mandatory requirements","Electricity and heat, Coal, Renewables","Regulation for the production of electricity by biomass, renewables and the phase out of coal","Energy service demand reduction and resource efficiency, Renewables",,In force,2019.0,,,,Mitigation,https://zoek.officielebekendmakingen.nl/stcrt-2019-9743.html,,"<time datetime=""2024-02-27T12:00:00Z"">27/02/2024</time>
",NLD,"Regulation for the production of electricity by biomass, renewables and the phase out of coal Mitigation",0,
240306279,NLD,National Climate Agreement Netherlands (2019),National Climate Agreement,Country,,Netherlands,,,"Policy support, Strategic planning, Target, GHG reduction target, Political &amp; non-binding GHG reduction target",General,"This document lays out the government&#039;s plan for reducing CO2 emissions by 49% from 1990 levels by 2030. It&#039;s a reaction to the Urgenda case and runs concurrently with the Climate Act. It contains information on the agreements reached with the following industries: agriculture, industry, built environment, traffic, and transportation. The Agreement also establishes an industry-wide carbon tax that will be applied to emissions that exceed EU ETS Benchmarks (after deducting emissions from a predetermined reduction route). Waste incinerators and sizable emitters of GHGs other than CO2 (such as N2) are also subject to the levy, which is imposed on all installations in the EU ETS. The CO2 tax charge will begin at €30/t CO2 in 2021 and rise by €10.56 annually, reaching a rate of €125/t CO2 in 2030.
Less than 0.5% of GDP is predicted to be spent annually on additional costs related to the Climate Agreement by 2030.","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2019.0,,,,Mitigation,https://app.climatepolicyradar.org/document/national-climate-agreement_aecf?l=netherlands&amp;o=0,,"<time datetime=""2024-02-27T12:00:00Z"">27/02/2024</time>
",NLD,"This document lays out the government&#039;s plan for reducing CO2 emissions by 49% from 1990 levels by 2030. It&#039;s a reaction to the Urgenda case and runs concurrently with the Climate Act. It contains information on the agreements reached with the following industries: agriculture, industry, built environment, traffic, and transportation. The Agreement also establishes an industry-wide carbon tax that will be applied to emissions that exceed EU ETS Benchmarks (after deducting emissions from a predetermined reduction route). Waste incinerators and sizable emitters of GHGs other than CO2 (such as N2) are also subject to the levy, which is imposed on all installations in the EU ETS. The CO2 tax charge will begin at €30/t CO2 in 2021 and rise by €10.56 annually, reaching a rate of €125/t CO2 in 2030.
Less than 0.5% of GDP is predicted to be spent annually on additional costs related to the Climate Agreement by 2030. Mitigation",0,
240306280,POL,National Plan for Energy and Climate for 2021-2030 Poland (2019),National Plan for Energy and Climate for 2021-2030,Country,,Poland,,,"Policy support, Strategic planning, Target, GHG reduction target, Political &amp; non-binding GHG reduction target",General,"In order for the European Union to reach its overall greenhouse gas emission targets, each of its member states must adopt the National Energy and Climate (ENCP) Plan, a ten-year integrated plan.  All five elements of the EU Energy Union are covered under the Energy and Climate Plan, including decarbonization, energy efficiency, energy security, internal energy markets, and research, innovation, and competitiveness.
The following major objectives are established by the plan: 1) the decrease in greenhouse gas emissions from industries not subject to the ETS system, to address the issue of poor air quality (pollutant emissions from individual heat sources and transportation), to support renewable energy sources, and to increase the use of advanced biofuels; 2) to create a long-term plan for the renovation of domestic stocks of residential and non-residential buildings, both public and private, to ensure energy efficiency; 3) to increase energy mix diversification and diversification of sources of imported fuels; 4) to make more cross-border interconnections available and integrate the national natural gas transmission system with systems in Central and Eastern Europe and the count 5) to enhance Poland&#039;s spending on research and development.","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2019.0,,,,Mitigation,https://app.climatepolicyradar.org/document/poland-s-national-energy-and-climate-plan-for-2021-2030_98b5?l=poland&amp;o=0,,"<time datetime=""2024-02-27T12:00:00Z"">27/02/2024</time>
",POL,"In order for the European Union to reach its overall greenhouse gas emission targets, each of its member states must adopt the National Energy and Climate (ENCP) Plan, a ten-year integrated plan.  All five elements of the EU Energy Union are covered under the Energy and Climate Plan, including decarbonization, energy efficiency, energy security, internal energy markets, and research, innovation, and competitiveness.
The following major objectives are established by the plan: 1) the decrease in greenhouse gas emissions from industries not subject to the ETS system, to address the issue of poor air quality (pollutant emissions from individual heat sources and transportation), to support renewable energy sources, and to increase the use of advanced biofuels; 2) to create a long-term plan for the renovation of domestic stocks of residential and non-residential buildings, both public and private, to ensure energy efficiency; 3) to increase energy mix diversification and diversification of sources of imported fuels; 4) to make more cross-border interconnections available and integrate the national natural gas transmission system with systems in Central and Eastern Europe and the count 5) to enhance Poland&#039;s spending on research and development. Mitigation",1,Diversity (System Attribute)
240306281,POL,National Environmental Policy 2030 Poland (2019),National Environmental Policy 2030,Country,,Poland,,,"Policy support, Strategic planning",General,"The Strategy for Reasonable Development until 2020 (with an Outlook until 2030) is expanded upon and operationalized by the 2030 National Environmental Policy.Its goal is to guarantee the safety of Poland&#039;s environment and a high standard of living for all of its residents. It strengthens the government&#039;s initiatives to create a creative economy while adhering to sustainable development tenets. Its precise goals are outlined in response to environmental challenges in a way that enables environmental protection concerns to be paired with social and economic demands relating to health, economy, and climate. Horizontal goals pertaining to environmental education and the efficient operation of environmental protection tools are intended to facilitate the implementation of the environmental objectives. The National Environmental Policy for 2030 will serve as the foundation for the financial perspective 2021–2027&#039;s investment of European money. The Strategy also aids in the accomplishment of Poland&#039;s international goals and commitments, particularly those related to the EU&#039;s 2030 climate and energy policy goals and the 2030 Sustainable Development Goals. These goals include those made at the EU and UN levels.","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2019.0,,,,Mitigation,https://www.iea.org/policies/12220-2030-national-environmental-policy,,"<time datetime=""2024-02-27T12:00:00Z"">27/02/2024</time>
",POL,"The Strategy for Reasonable Development until 2020 (with an Outlook until 2030) is expanded upon and operationalized by the 2030 National Environmental Policy.Its goal is to guarantee the safety of Poland&#039;s environment and a high standard of living for all of its residents. It strengthens the government&#039;s initiatives to create a creative economy while adhering to sustainable development tenets. Its precise goals are outlined in response to environmental challenges in a way that enables environmental protection concerns to be paired with social and economic demands relating to health, economy, and climate. Horizontal goals pertaining to environmental education and the efficient operation of environmental protection tools are intended to facilitate the implementation of the environmental objectives. The National Environmental Policy for 2030 will serve as the foundation for the financial perspective 2021–2027&#039;s investment of European money. The Strategy also aids in the accomplishment of Poland&#039;s international goals and commitments, particularly those related to the EU&#039;s 2030 climate and energy policy goals and the 2030 Sustainable Development Goals. These goals include those made at the EU and UN levels. Mitigation",1,Protection (Investment Type)
240306282,POL,My Electricity Program Poland (2019),My Electricity Program,Country,,Poland,,,"Fiscal or financial incentives, Loans, Barrier removal, Net metering","Electricity and heat, Renewables","The priority programme My Power is a pioneering tool in Poland, supporting the growth of prosumer power generation, namely the micro photovoltaic (PV) installation market.a program&#039;s goalThe program&#039;s objective is to boost the Republic of Poland&#039;s production of power from photovoltaic microinstallations.BudgetAllocation for non-returnable co-financing: up to PLN 1 billionBeneficiarieswho have a detailed agreement in place to control the entrance of electricity generated in a micro installation into the grid and who are producing electricity for their own usage.Co-financing styleco-financing in the form of a subsidy of up to 50% of the eligible costs of a microinstallation incorporated in a business not exceeding PLN 5,000 per one business.",Renewables,,In force,2019.0,,,,Mitigation,https://www.iea.org/policies/12237-my-electricity,,"<time datetime=""2024-02-27T12:00:00Z"">27/02/2024</time>
",POL,"The priority programme My Power is a pioneering tool in Poland, supporting the growth of prosumer power generation, namely the micro photovoltaic (PV) installation market.a program&#039;s goalThe program&#039;s objective is to boost the Republic of Poland&#039;s production of power from photovoltaic microinstallations.BudgetAllocation for non-returnable co-financing: up to PLN 1 billionBeneficiarieswho have a detailed agreement in place to control the entrance of electricity generated in a micro installation into the grid and who are producing electricity for their own usage.Co-financing styleco-financing in the form of a subsidy of up to 50% of the eligible costs of a microinstallation incorporated in a business not exceeding PLN 5,000 per one business. Mitigation",0,
240306283,SWE,"Phase-out of fossil fuels and ban on the sale of new petrol and diesel-powered cars, Dir. 2019:106 Sweden (2019)","Phase-out of fossil fuels and ban on the sale of new petrol and diesel-powered cars, Dir. 2019:106",Country,,Sweden,,,"Regulatory Instruments, Other mandatory requirements","Transport, Light-duty vehicles",Ban on the sale of fossil fuel cars,"Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch",,In force,2019.0,,,,Mitigation,https://rkrattsbaser.gov.se/dir?fritext=eln%C3%A4t&amp;post_id=3,,"<time datetime=""2024-02-28T12:00:00Z"">28/02/2024</time>
",SWE,Ban on the sale of fossil fuel cars Mitigation,0,
240306284,DEU,Law on the implementation of the climate protection program 2030 in tax law Germany (2019),Law on the implementation of the climate protection program 2030 in tax law,Country,,Germany,,,"Fiscal or financial incentives, Grants and subsidies, Tax relief",Buildings,This bill modifies the Income Tax Act to permit a number of tax incentives that support environmental initiatives. These include mobility premiums (Article 2) and a tax break for energy-saving improvements in homes (Article 1).,"Energy efficiency, Renewables",,In force,2019.0,,,,Mitigation,https://app.climatepolicyradar.org/document/law-on-the-implementation-of-the-climate-protection-program-2030-in-tax-law_aca4?q=Law+on+the+implementation+of+the+climate+protection+program+2030+in+tax+law,,"<time datetime=""2024-02-28T12:00:00Z"">28/02/2024</time>
",DEU,This bill modifies the Income Tax Act to permit a number of tax incentives that support environmental initiatives. These include mobility premiums (Article 2) and a tax break for energy-saving improvements in homes (Article 1). Mitigation,0,
240306285,DEU,Federal Government Charging Infrastructure Master Plan Germany (2019),Federal Government Charging Infrastructure Master Plan,Country,,Germany,,,"Policy support, Strategic planning","Transport, Low-emissions mobility","In order to accomplish the goals outlined in the Climate Protection Programme 2030, the measures for the construction of charging infrastructure by 2030 are defined in this paper.
Within the constraints of the budget monies available, the following are the primary requirements for the expansion of the charging station infrastructure: One million public-access charging points by 2030 with associated funding programs by 2025,encourage the development of shared private and commercial charging infrastructure the establishment of favorable framework circumstances to enable distribution network operators to make investments in the networks&#039; controllability and intelligence and to grow their network with foresight, creation of a &quot;National Charging Infrastructure Control Centre&quot; for a planned expansion of the infrastructure for charging, a master strategy for the charging infrastructure will be created in 2019.
The federal government will accelerate the development of the charging infrastructure through the master plan, working with the business community, federal states, and municipalities. This plan will be implemented in two years, during which time 50,000 public charging stations will be constructed. By 2022, the car sector will provide at least 15,000 more public charging stations. Additionally, the energy sector has stated that it will make additional efforts and meet with the relevant ministers before the end of 2019. The federal government will be consulted over the charging station sites.",Other low-carbon technologies and fuel switch,,In force,2019.0,,,,Mitigation,https://climate-laws.org/document/federal-government-charging-infrastructure-master-plan_8af0?q=Electricity+Grid+Action+Plan+2019-2030&amp;r=europe-central-asia&amp;y=2017&amp;y=2019&amp;o=10,,"<time datetime=""2024-02-28T12:00:00Z"">28/02/2024</time>
",DEU,"In order to accomplish the goals outlined in the Climate Protection Programme 2030, the measures for the construction of charging infrastructure by 2030 are defined in this paper.
Within the constraints of the budget monies available, the following are the primary requirements for the expansion of the charging station infrastructure: One million public-access charging points by 2030 with associated funding programs by 2025,encourage the development of shared private and commercial charging infrastructure the establishment of favorable framework circumstances to enable distribution network operators to make investments in the networks&#039; controllability and intelligence and to grow their network with foresight, creation of a &quot;National Charging Infrastructure Control Centre&quot; for a planned expansion of the infrastructure for charging, a master strategy for the charging infrastructure will be created in 2019.
The federal government will accelerate the development of the charging infrastructure through the master plan, working with the business community, federal states, and municipalities. This plan will be implemented in two years, during which time 50,000 public charging stations will be constructed. By 2022, the car sector will provide at least 15,000 more public charging stations. Additionally, the energy sector has stated that it will make additional efforts and meet with the relevant ministers before the end of 2019. The federal government will be consulted over the charging station sites. Mitigation",1,Protection (Investment Type)
240306286,DEU,Federal Climate Protection Act Germany (2019),Federal Climate Protection Act,Country,,Germany,,,"Policy support, Strategic planning, Target, GHG reduction target, Formal &amp; legally binding GHG reduction target",General,"Germany&#039;s Federal Climate Change Act, first enacted on December 18, 2019, sets legally binding greenhouse gas reduction targets and was significantly amended in 2021 to increase ambition, aiming for 65% reduction by 2030 and climate neutrality by 2045. The law includes sector-specific annual emission budgets, but a 2024 amendment weakened it by requiring the overall climate target for all sectors combined must be reached and removing the requirement for immediate action programs when sectors exceed their annual limits.
The Act includes emission mitigation components with specific targets: at least 65% reduction by 2030, 88% by 2040, and net greenhouse gas neutrality by 2045, compared to 1990 levels. It also establishes measures such as mandatory climate action programs for each new government, annual climate action reports, and an independent Council of Experts on Climate Change to monitor progress and provide recommendations.","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2019.0,,,High,Mitigation,"https://www.gesetze-im-internet.de/englisch_ksg/englisch_ksg.html
https://www.bundesregierung.de/breg-en/service/archive/climate-change-act-2021-1936846
https://www.bundestag.de/dokumente/textarchiv/2024/kw17-de-klimaschutzgesetz-999794
https://www.bundesverfassungsgericht.de/SharedDocs/Pressemitteilungen/EN/2021/bvg21-031.html",,"<time datetime=""2026-01-19T12:00:00Z"">19/01/2026</time>
",DEU,"Germany&#039;s Federal Climate Change Act, first enacted on December 18, 2019, sets legally binding greenhouse gas reduction targets and was significantly amended in 2021 to increase ambition, aiming for 65% reduction by 2030 and climate neutrality by 2045. The law includes sector-specific annual emission budgets, but a 2024 amendment weakened it by requiring the overall climate target for all sectors combined must be reached and removing the requirement for immediate action programs when sectors exceed their annual limits.
The Act includes emission mitigation components with specific targets: at least 65% reduction by 2030, 88% by 2040, and net greenhouse gas neutrality by 2045, compared to 1990 levels. It also establishes measures such as mandatory climate action programs for each new government, annual climate action reports, and an independent Council of Experts on Climate Change to monitor progress and provide recommendations. Mitigation",1,Monitoring (Investment Type)
240306287,DEU,Promotion of exemplar climate mitigation projects by municipalities Germany (2019),Promotion of exemplar climate mitigation projects by municipalities,Country,,Germany,,,"Research &amp; Development and Deployment (RD&amp;D), Demonstration project",General,Municipalities that carry out role-model projects for climate protection receive grants. The projects include a variety of strategies to cut back on energy use and greenhouse gas emissions.,"Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2019.0,,,,Mitigation,https://www.iea.org/policies/7712-promotion-of-exemplar-climate-mitigation-projects-by-municipalities,,"<time datetime=""2024-02-28T12:00:00Z"">28/02/2024</time>
",DEU,Municipalities that carry out role-model projects for climate protection receive grants. The projects include a variety of strategies to cut back on energy use and greenhouse gas emissions. Mitigation,1,Protection (Investment Type)
240306289,FIN,Sectoral low-carbon roadmaps Finland (2020),Sectoral low-carbon roadmaps,Country,,Finland,,,"Policy support, Strategic planning",General,"The outcomes of the sectoral roadmaps created over the previous year were summarized in a report published by the Ministry of Economic Affairs and Employment. It demonstrates:
- With current or emerging technology, the government&#039;s objective of a carbon-neutral Finland by 2035 is feasible for industry and other sectors, but would require a supportive investment climate;
- The reduction of sectoral greenhouse gas (GHG) emissions is mostly dependent on electrification, clean energy, and RDI investments. The availability of professionals, a transparent and predictable working environment, RDI investments, and easy regulation are essential prerequisites for the implementation of the roadmaps. Targeting RDI investments will shape future trends, making it one of the key concerns for building a low-carbon society.
Technologies for low-emission energy production, material and energy efficiency, alternative propulsion technologies (biofuels, hydrogen, electrification), waste heat recovery, and carbon capture, usage, and storage are among the technological solutions that are featured.","Energy efficiency, Energy service demand reduction and resource efficiency, Other low-carbon technologies and fuel switch, Renewables",,In force,2020.0,,,,Mitigation,https://www.iea.org/policies/12787-sectoral-low-carbon-roadmaps,,"<time datetime=""2024-02-26T12:00:00Z"">26/02/2024</time>
",FIN,"The outcomes of the sectoral roadmaps created over the previous year were summarized in a report published by the Ministry of Economic Affairs and Employment. It demonstrates:
- With current or emerging technology, the government&#039;s objective of a carbon-neutral Finland by 2035 is feasible for industry and other sectors, but would require a supportive investment climate;
- The reduction of sectoral greenhouse gas (GHG) emissions is mostly dependent on electrification, clean energy, and RDI investments. The availability of professionals, a transparent and predictable working environment, RDI investments, and easy regulation are essential prerequisites for the implementation of the roadmaps. Targeting RDI investments will shape future trends, making it one of the key concerns for building a low-carbon society.
Technologies for low-emission energy production, material and energy efficiency, alternative propulsion technologies (biofuels, hydrogen, electrification), waste heat recovery, and carbon capture, usage, and storage are among the technological solutions that are featured. Mitigation",0,
240306290,FIN,Public support for coal phase-out projects Finland (2020),Public support for coal phase-out projects,Country,,Finland,,,Direct investment,"Electricity and heat, Coal","Four projects have received more than 7 million euros from the Ministry of Economic Affairs and Employment as part of a phase-out of coal utilizing non-combustion-based technology for district heat generation. Energy companies will receive incentives to support developments in alternative energy sources if they phase out the usage of coal by 2025. For this investment aid, up to 90 million euros have been set aside.",Energy service demand reduction and resource efficiency,,In force,2020.0,,,,Mitigation,https://www.iea.org/policies/12607-public-support-for-coal-phase-out-projects,,"<time datetime=""2024-02-26T12:00:00Z"">26/02/2024</time>
",FIN,"Four projects have received more than 7 million euros from the Ministry of Economic Affairs and Employment as part of a phase-out of coal utilizing non-combustion-based technology for district heat generation. Energy companies will receive incentives to support developments in alternative energy sources if they phase out the usage of coal by 2025. For this investment aid, up to 90 million euros have been set aside. Mitigation",0,
240306291,FIN,Decree of the Governmenton investment support for projects replacing coal energy use in the years 2020-2025 Finland (2020),Decree of the Governmenton investment support for projects replacing coal energy use in the years 2020-2025,Country,,Finland,,,Direct investment,"Electricity and heat, Coal",Investment proposal for areas with coal-fired power plants in exchange for the phase-out,Energy service demand reduction and resource efficiency,,In force,2020.0,,,,Mitigation,https://finlex.fi/fi/laki/alkup/2020/20200129?search%5Btype%5D=pika&amp;search%5Bpika%5D=hiilt%C3%A4,,"<time datetime=""2024-02-26T12:00:00Z"">26/02/2024</time>
",FIN,Investment proposal for areas with coal-fired power plants in exchange for the phase-out Mitigation,0,
240306292,ITA,"LAW 28 February 2020, n. 8 Italy (2020)","LAW 28 February 2020, n. 8",Country,,Italy,,,Fiscal or financial incentives,"Electricity and heat, Renewables",Financial incentives for innnovative Renewable projects,Renewables,,In force,2020.0,,,,Mitigation,https://www.normattiva.it/atto/caricaDettaglioAtto?atto.dataPubblicazioneGazzetta=2020-02-29&amp;atto.codiceRedazionale=20G00021&amp;atto.articolo.numero=0&amp;atto.articolo.sottoArticolo=1&amp;atto.articolo.sottoArticolo1=10&amp;qId=d0c126b1-e2b4-4efa-a763-6b2a70c445d0&amp;tabID=0.6761685999507472&amp;title=lbl.dettaglioAtto&amp;generaTabId=true,,"<time datetime=""2024-02-26T12:00:00Z"">26/02/2024</time>
",ITA,Financial incentives for innnovative Renewable projects Mitigation,0,
